Date,FaceBook Close Price,Amazon Close Price,Netflix Close Price,Google Close Price
7/24/2013 ,26.51,298.94,34.47,451
7/25/2013 ,34.359,303.4,35.25,443.41
7/26/2013 ,34.01,312.01,35.19,442.23
7/29/2013 ,35.43,306.1,34.99,440.69
7/30/2013 ,37.627,302.41,34.82,445.01
7/31/2013 ,36.8,301.22,34.926,443.431
8/1/2013 ,37.489,305.57,35.59,451.66
8/2/2013 ,38.05,304.21,35.17,452.83
8/5/2013 ,39.189,300.99,36.26,452.048
8/6/2013 ,38.55,300.75,36.56,447.837
8/7/2013 ,38.87,296.91,35.6,444.88
8/8/2013 ,38.54,295.74,35.771,445.884
8/9/2013 ,38.5,297.26,36.11,444.76
8/12/2013 ,38.22,296.69,36.66,442.31
8/13/2013 ,37.019,293.97,37.0271,440.18
8/14/2013 ,36.65,291.34,37.4014,434.47
8/15/2013 ,36.56,286.47,36.2,429.4
8/16/2013 ,37.08,284.82,36.981,428.026
8/19/2013 ,37.81,285.57,37.11,432.39
8/20/2013 ,38.41,287.09,39.04,432.28
8/21/2013 ,38.32,284.57,38.62,434.23
8/22/2013 ,38.55,289.73,38.54,436.42
8/23/2013 ,40.55,290.01,39.77,434.67
8/26/2013 ,41.34,286.21,40.3886,432.76
8/27/2013 ,39.64,280.93,39.43,424.65
8/28/2013 ,40.548,281.58,40.48,423.85
8/29/2013 ,41.28,283.98,41.12,427.29
8/30/2013 ,41.294,280.98,40.56,423.03
9/3/2013 ,41.87,288.8,41.29,429.76
9/4/2013 ,41.78,293.64,41.78,435.381
9/5/2013 ,42.66,294.1,42.16,439.34
9/6/2013 ,43.95,295.86,41.65,439.35
9/9/2013 ,44.04,299.71,42.02,443.583
9/10/2013 ,43.6,300.36,44.7229,443.8907
9/11/2013 ,45.04,299.64,44.04,447.65
9/12/2013 ,44.75,298.86,43.058,446.085
9/13/2013 ,44.31,297.92,43.6643,444.089
9/16/2013 ,42.51,296.06,43.17,443.44
9/17/2013 ,45.07,304.17,42.79,442.612
9/18/2013 ,45.23,312.034,43.85,451.2083
9/19/2013 ,45.98,312.06,43.643,448.75
9/20/2013 ,47.49,316.34,44.8329,451.1
9/23/2013 ,47.19,311.49,43.15,442.81
9/24/2013 ,48.45,314.13,43.7843,442.98
9/25/2013 ,49.46,312.65,43.88,438.18
9/26/2013 ,50.39,318.12,44.79,438.65
9/27/2013 ,51.24,316.01,44.63,437.76
9/30/2013 ,50.23,312.64,44.17,437.52
10/1/2013 ,50.42,320.95,46.37,443.058
10/2/2013 ,50.28,320.51,47.25,443.551
10/3/2013 ,49.183,314.76,45.96,437.61
10/4/2013 ,51.04,319.04,46.75,435.7388
10/7/2013 ,50.515,310.03,45.45,432.44
10/8/2013 ,47.14,303.23,43.1886,426.41
10/9/2013 ,46.77,298.23,41.204,427.5
10/10/2013,49.05,305.174,43.428,433.69
10/11/2013,49.11,310.889,42.9783,435.56
10/14/2013,49.51,310.7,46.34,437.62
10/15/2013,49.5,306.4,45.9557,440.56
10/16/2013,51.135,310.49,46.125,448.565
