Date,FaceBook Close Price,Amazon Close Price,Netflix Close Price,Google Close Price
10/17/2013,52.21,310.77,47.16,443.953
10/18/2013,54.22,328.931,47.64,505.1983
10/21/2013,53.85,326.44,50.7129,501.15
10/22/2013,52.675,332.54,46.075,502.996
10/23/2013,51.9,326.756,47.18,515.1878
10/24/2013,52.445,332.21,47.32,512.26
10/25/2013,51.95,363.39,46.862,507.09
10/28/2013,50.229,358.16,44.86,506.992
10/29/2013,49.395,362.7,46.76,517.6
10/30/2013,49.01,361.08,45.45,514.69
10/31/2013,50.205,364.03,46.07,514.7747
11/1/2013 ,49.75,359.002,47.0379,513.0065
11/4/2013 ,48.22,358.74,48.23,512.54
11/5/2013 ,50.105,358.892,48.79,510.25
11/6/2013 ,49.12,356.18,47.95,510.86
11/7/2013 ,47.56,343.56,46.69,503.47
11/8/2013 ,47.53,350.31,47.84,507.51
11/11/2013,46.2,354.378,48.27,504.79
11/12/2013,46.605,349.53,47.68,505.38
11/13/2013,48.71,356.22,47.898,515.72
11/14/2013,48.99,367.396,48.94,517.1
11/15/2013,49.01,369.17,49.97,516.263
11/18/2013,45.83,366.18,48.82,515.2592
11/19/2013,46.36,364.94,48.18,512.089
11/20/2013,46.43,362.57,48.5,510.64
11/21/2013,46.7,368.92,49.79,516.52
11/22/2013,46.23,372.31,49.69,515.4291
11/25/2013,44.82,376.64,50.03,522.442
11/26/2013,45.89,381.37,50.74,528.676
11/27/2013,46.49,386.71,51.784,531.02
11/29/2013,47.01,393.62,52.26,529.27
12/2/2013 ,47.06,392.3,51.9886,526.71
12/3/2013 ,46.73,384.66,51.85,526.1
12/4/2013 ,48.62,385.96,50.9,528.56
12/5/2013 ,48.34,384.49,51.15,528.14
12/6/2013 ,47.94,386.95,50.63,534.4
12/9/2013 ,48.84,384.89,50.81,538.53
12/10/2013,50.245,387.78,51.87,541.79
12/11/2013,49.38,382.19,52,538.11
12/12/2013,51.83,381.25,53.33,534.45
12/13/2013,53.32,384.24,52.71,529.865
12/16/2013,53.81,388.97,52.33,535.95
12/17/2013,54.86,387.65,53.55,534.4
12/18/2013,55.57,395.96,53.75,541.83
12/19/2013,55.05,395.19,53.82,542.57
12/20/2013,55.12,402.2,53.67,549.7597
12/23/2013,57.77,402.92,54.369,556.9924
12/24/2013,57.96,399.2,54.06,555.36
12/26/2013,57.73,404.39,53.847,558.17
12/27/2013,55.44,398.08,52.5,558.64
12/30/2013,53.71,393.37,52.43,554.18
12/31/2013,54.649,398.79,52.6,559.79
1/2/2014 ,54.71,397.97,51.83,556.0034
1/3/2014 ,54.557,396.44,51.8714,551.95
1/6/2014 ,57.2,393.63,51.37,558.1
1/7/2014 ,57.92,398.03,48.5,568.8593
1/8/2014 ,58.23,401.92,48.71,570.04
1/9/2014 ,57.22,401.01,48.15,564.55
1/10/2014 ,57.94,397.66,47.449,564.52
1/13/2014 ,55.91,390.98,48.12,560.9285
1/14/2014 ,57.74,397.54,48.28,574.13
1/15/2014 ,57.6,395.87,47.2,573.74
1/16/2014 ,57.19,395.8,47.38,577.532
1/17/2014 ,56.3,399.61,47.1486,574.69
1/21/2014 ,58.51,407.05,46.9586,581.27
1/22/2014 ,57.51,404.54,47.6757,581.93
1/23/2014 ,56.63,399.87,55.53,579.47
1/24/2014 ,54.45,387.6,55.15,561.353
1/27/2014 ,53.55,386.28,54.46,550.06
1/28/2014 ,55.14,394.43,58.11,560.943
1/29/2014 ,53.53,384.2,57.2,552.91
1/30/2014 ,61.08,403.01,57.81,567.129
1/31/2014 ,62.57,358.69,58.48,589.89
2/3/2014 ,61.48,346.15,57.769,566.148
2/4/2014 ,62.75,347.95,57.99,568.51
2/5/2014 ,62.19,346.45,57.77,571.03
2/6/2014 ,62.16,354.59,58.27,579.4
2/7/2014 ,64.32,361.08,61.4257,588.131
2/10/2014 ,63.548,360.87,61.49,585.88
2/11/2014 ,64.851,361.79,61.9986,594.4949
2/12/2014 ,64.45,349.25,61.28,592.75
2/13/2014 ,67.33,357.2,62.3643,599.35
2/14/2014 ,67.09,357.35,62.22,600.8
2/18/2014 ,67.3,353.65,62.407,604.83
2/19/2014 ,68.06,347.38,61.18,600.569
2/20/2014 ,69.63,349.8,62.14,601.453
2/21/2014 ,68.59,346.76,61.7471,601.293
2/24/2014 ,70.78,351.78,63.86,605.65
2/25/2014 ,69.85,358.32,64.72,609.39
2/26/2014 ,69.26,359.8,64.11,609.47
2/27/2014 ,68.94,360.13,64.6043,608.995
2/28/2014 ,68.46,362.1,63.66,607.22
3/3/2014 ,67.41,359.78,63.66,600.74
3/4/2014 ,68.8,363.9,65,606.85
3/5/2014 ,71.57,372.37,64.79,608.521
3/6/2014 ,70.84,372.16,64.359,609.195
3/7/2014 ,69.8,372.06,64.05,606.7876
3/10/2014 ,72.03,370.53,62.85,605.1792
3/11/2014 ,70.1,368.82,62.5,599.395
3/12/2014 ,70.8799,370.64,62.3686,603.05
3/13/2014 ,68.83,371.51,61.44,593.94
3/14/2014 ,67.72,373.74,60.64,585.81
3/17/2014 ,68.7399,375.04,60.39,595.45
3/18/2014 ,69.19,378.77,60.04,605.02
3/19/2014 ,68.24,373.23,60.0129,599.03
3/20/2014 ,66.97,368.97,60.61,597.9814
3/21/2014 ,67.24,360.62,58,590.93
3/24/2014 ,64.1,351.85,54.13,578.39
3/25/2014 ,64.89,354.71,52.98,578.7806
3/26/2014 ,60.385,343.41,53.183,565.42
3/27/2014 ,60.97,338.47,52.03,556.58
