Date,BTC Close Price,ETH Close Price,LTC Close Price,Dash Close Price
2017-01-27,919.75,10.54,3.86,15.34
2017-01-28,921.59,10.56,3.85,15.27
2017-01-29,919.5,10.48,3.85,15.51
2017-01-30,920.38,10.57,4.02,15.96
2017-01-31,970.4,10.73,4.08,16.07
2017-02-01,989.02,10.73,4.08,16.03
2017-02-02,1011.8,10.82,4.09,16.31
2017-02-03,1029.91,11.11,4.08,17.52
2017-02-04,1042.9,11.43,4.06,17.62
2017-02-05,1027.34,11.35,4.04,17.06
2017-02-06,1038.15,11.39,4.04,17.12
2017-02-07,1061.35,11.52,4.04,17.14
2017-02-08,1063.07,11.43,4.02,17.35
2017-02-09,994.38,11.03,3.8,16.58
2017-02-10,988.67,11.28,3.78,16.67
2017-02-11,1004.45,11.35,3.79,17.15
2017-02-12,999.18,11.4,3.76,16.91
2017-02-13,990.64,11.27,3.72,16.88
2017-02-14,1004.55,13.03,3.77,18.15
2017-02-15,1007.48,12.92,3.81,19.63
2017-02-16,1027.44,12.9,3.79,19.52
2017-02-17,1046.21,12.68,3.83,20
2017-02-18,1054.42,12.81,3.79,21.41
2017-02-19,1047.87,12.76,3.76,22.55
2017-02-20,1079.98,12.43,3.77,21.59
2017-02-21,1115.3,12.67,3.78,21.25
2017-02-22,1117.44,12.6,3.81,22.12
2017-02-23,1166.72,13.12,3.84,25.22
2017-02-24,1173.68,13.07,3.85,26.2
2017-02-25,1143.84,13.55,3.83,26.76
2017-02-26,1165.2,14.52,3.83,28.11
2017-02-27,1179.97,15.4,3.8,28.18
2017-02-28,1179.97,15.82,3.77,32.51
2017-03-01,1222.5,17.35,3.8,42.54
2017-03-02,1251.01,19.03,3.92,42.44
2017-03-03,1274.99,19.46,3.92,47.38
2017-03-04,1255.15,18.62,3.88,43.38
2017-03-05,1267.12,19.3,3.9,42.31
2017-03-06,1272.83,19.61,3.92,46.5
2017-03-07,1223.54,18.89,3.82,45.68
2017-03-08,1150,16.65,3.78,42.33
2017-03-09,1188.49,17.75,3.84,51.06
2017-03-10,1116.72,19.33,3.75,50.42
2017-03-11,1175.83,21.47,3.8,72.93
2017-03-12,1221.38,23.44,3.84,77.08
2017-03-13,1231.92,28.59,4.17,74.61
2017-03-14,1240,28.65,4.06,88.24
2017-03-15,1249.61,35.06,4.16,95.09
2017-03-16,1187.81,46.35,4.24,89.81
2017-03-17,1100.23,46.83,4.06,99.14
2017-03-18,973.82,34.16,3.97,109.24
2017-03-19,1036.74,44.74,3.96,108.23
2017-03-20,1054.23,43.39,4.03,100.05
2017-03-21,1120.54,43.15,4.01,95.38
2017-03-22,1049.14,42.34,3.94,101.51
2017-03-23,1038.59,43.68,3.98,101.43
2017-03-24,937.52,53.11,4.08,97.27
2017-03-25,972.78,51.25,4.07,94.33
2017-03-26,966.73,50.52,4.06,93.63
2017-03-27,1045.77,49.67,4.08,85.66
2017-03-28,1047.15,50.77,4.16,87.89
2017-03-29,1039.97,53.13,4.19,84.4
2017-03-30,1026.43,52.21,6.98,79.61
2017-03-31,1071.79,50.04,6.67,74.91
2017-04-01,1080.5,50.7,6.88,68.6
2017-04-02,1102.17,48.75,7.74,57.07
2017-04-03,1143.81,44.36,8.07,61.76
2017-04-04,1133.25,44.64,8.29,69.07
2017-04-05,1124.78,45.3,11.09,74.37
2017-04-06,1182.68,43.24,10.25,66.53
2017-04-07,1176.9,42.16,9.37,66.19
2017-04-08,1175.95,44.31,9.92,67.75
2017-04-09,1187.87,43.27,8.71,64.7
2017-04-10,1187.13,43.44,8.92,61.31
2017-04-11,1205.01,43.41,8.85,60.53
2017-04-12,1200.37,46.29,10.79,68
2017-04-13,1169.28,50.22,10.15,72.57
2017-04-14,1167.54,47.57,10.39,70.77
2017-04-15,1172.52,49.1,10.79,75.01
2017-04-16,1182.94,48.72,10.71,75.34
2017-04-17,1193.91,48.3,10.42,75.64
2017-04-18,1211.67,50.71,10.32,72.83
2017-04-19,1210.29,48.31,9.66,72.28
2017-04-20,1229.08,49.67,10.33,71.45
2017-04-21,1222.05,48.22,11.23,70.88
2017-04-22,1231.71,48.55,13.06,71.22
2017-04-23,1207.21,48.49,13.94,68.89
2017-04-24,1250.15,50.03,14.97,72.2
2017-04-25,1265.49,49.89,15.21,72.07
2017-04-26,1281.08,52.72,14.85,71.53
2017-04-27,1317.73,62.17,14.62,78.17
2017-04-28,1316.48,70.16,14.34,79.49
2017-04-29,1321.79,68.38,15.74,94.95
2017-04-30,1347.89,79.02,15.71,91.55
2017-05-01,1421.6,76.3,15.92,88.12
2017-05-02,1452.82,77.26,15.89,86.24
2017-05-03,1490.09,79.72,21.04,90.08
2017-05-04,1537.67,96.98,23.39,92.8
2017-05-05,1555.45,94.4,26.27,99.01
2017-05-06,1578.8,97.81,28.16,99.76
2017-05-07,1596.71,94.01,30.29,106.28
2017-05-08,1723.35,91.42,28.96,101.1
2017-05-09,1755.36,91.16,33.58,93.3
2017-05-10,1787.13,89.52,31.96,91.52
2017-05-11,1848.57,89.88,30.72,91.54
2017-05-12,1724.24,88.66,27.45,86.8
2017-05-13,1804.91,90.84,28.91,89.35
2017-05-14,1808.91,90.79,28.89,89.8
2017-05-15,1738.43,92.41,25.37,91.49
2017-05-16,1734.45,89.44,23.33,85.59
2017-05-17,1839.09,89.86,25.4,83.26
2017-05-18,1888.65,96.91,28.36,89.73
2017-05-19,1987.71,129.53,27.7,98.98
2017-05-20,2084.73,126.52,27.51,100.77
2017-05-21,2041.2,157.94,26.3,102.03
2017-05-22,2173.4,174.26,25.38,120.73
2017-05-23,2320.42,181.95,32.11,138.07
2017-05-24,2443.64,190.05,34.45,144.63
2017-05-25,2304.98,174.45,29.9,119.63
2017-05-26,2202.42,160.4,23.75,112.94
2017-05-27,2038.87,157.76,23.74,99.2
2017-05-28,2155.8,170.51,24.22,108.14
2017-05-29,2255.61,194.91,25.21,117.26
2017-05-30,2175.47,231.91,24.14,121.13
2017-05-31,2286.41,230.67,25.3,135.97
2017-06-01,2407.88,222.24,28.8,136.08
2017-06-02,2488.55,223.78,28.94,145.29
2017-06-03,2515.35,224.38,27.66,144.29
2017-06-04,2511.81,245.33,27.94,143.35
2017-06-05,2686.81,248.46,30.84,144.92
2017-06-06,2863.2,264.47,30.55,145.19
2017-06-07,2732.16,258.07,28.39,140.36
2017-06-08,2805.62,261.67,30.21,145.03
2017-06-09,2823.81,281.74,29.68,148.93
2017-06-10,2947.71,337.67,30.44,152
2017-06-11,2958.11,340.61,33.22,188.27
2017-06-12,2659.63,401.49,29.5,170.78
2017-06-13,2717.02,397.54,30.64,183.97
2017-06-14,2506.37,359.05,30.22,163.21
2017-06-15,2464.58,361.93,30.22,163.35
2017-06-16,2518.56,370.23,35.7,166.25
2017-06-17,2655.88,379.41,47.65,178.13
2017-06-18,2548.29,371.46,46.04,193.53
2017-06-19,2589.6,370.06,50.32,201.26
2017-06-20,2721.79,359,47.22,187.91
2017-06-21,2689.1,336.87,47.79,178.81
2017-06-22,2705.41,336.37,47.71,177.06
2017-06-23,2744.91,341.74,47.34,189.26
2017-06-24,2608.72,323.7,44.49,182.62
2017-06-25,2589.41,303.25,43.92,172.88
2017-06-26,2478.45,272.69,41.13,162.89
2017-06-27,2552.45,293.09,40.54,176.02
2017-06-28,2574.79,327.93,42.85,184.13
2017-06-29,2539.32,302.88,41.07,177.17
2017-06-30,2480.84,294.92,40.35,181.77
2017-07-01,2434.55,274.6,38.99,165.71
2017-07-02,2506.47,287.99,41.57,173.49
2017-07-03,2564.06,282.9,46.43,180.79
2017-07-04,2601.64,273.3,55.33,183.06
2017-07-05,2601.99,268.77,53.19,209.48
2017-07-06,2608.56,270.55,51.13,213.17
2017-07-07,2518.66,245.99,46.58,196.46
2017-07-08,2571.34,251.7,52.14,209.2
2017-07-09,2518.44,242.14,49.58,195.64
2017-07-10,2372.56,215.36,46.58,174.4
2017-07-11,2337.79,197.4,45.33,165.73
2017-07-12,2398.84,230.77,48.75,179.89
2017-07-13,2357.9,209.73,46.33,171.24
2017-07-14,2233.34,199.66,42.8,161.08
2017-07-15,1998.86,170.66,38.92,140.14
2017-07-16,1929.82,157.36,40.91,132.64
2017-07-17,2228.41,193.42,42.67,153.85
2017-07-18,2318.88,234.39,44.3,158.07
2017-07-19,2273.43,199.7,40.86,155.65
2017-07-20,2817.6,227.26,45.02,188.59
2017-07-21,2667.76,218.31,45.76,185.86
2017-07-22,2810.12,229.48,46.56,195.31
2017-07-23,2730.4,225.95,44.06,191.03
2017-07-24,2754.86,224.71,44.41,204.02
2017-07-25,2576.48,206.71,42.24,195.52
2017-07-26,2529.45,203.95,42.23,194.37
2017-07-27,2671.78,204.32,42.14,194.09
2017-07-28,2809.01,193.12,40.61,185.61
2017-07-29,2726.45,205.79,41.12,185.25
2017-07-30,2757.18,197.98,40.42,172.82
2017-07-31,2875.34,203.87,43.02,178.51
2017-08-01,2718.26,226.77,43.04,184.75
2017-08-02,2710.67,219.95,42.13,182.93
2017-08-03,2804.73,225.34,42.86,186.99
2017-08-04,2895.89,223.07,43.45,186.97
2017-08-05,3252.91,256.51,46.86,193.83
2017-08-06,3213.94,261.57,45.1,189.13
2017-08-07,3378.94,269.18,45.8,197.19
2017-08-08,3419.94,296.77,48.63,203.84
2017-08-09,3342.47,296.03,48.01,199.21
2017-08-10,3381.28,295.89,46.5,200.96
2017-08-11,3650.62,308.86,47.1,205.79
2017-08-12,3884.71,310.6,46.43,205.49
2017-08-13,4073.26,298.06,45.81,198.17
2017-08-14,4325.13,300.1,45.8,199.44
2017-08-15,4181.93,289.82,43.31,203.52
2017-08-16,4376.63,302.27,44.15,232.02
2017-08-17,4331.69,301.46,43.91,233.62
2017-08-18,4160.62,295.59,47.28,224.28
2017-08-19,4193.7,297.47,45.48,288.7
2017-08-20,4087.66,301.43,46.23,294.2
2017-08-21,4001.74,321.59,47.94,279.58
2017-08-22,4100.52,314.79,46.73,291.5
2017-08-23,4151.52,317.52,53.25,292.57
2017-08-24,4334.68,325.61,50.19,315.37
2017-08-25,4371.6,331.92,51.18,315.89
2017-08-26,4352.4,333.88,51.75,399.85
2017-08-27,4382.88,347.89,61.16,362.89
2017-08-28,4382.66,347.75,62.36,356.78
2017-08-29,4579.02,370.67,63.17,359.55
2017-08-30,4565.3,378.49,64.17,368.34
2017-08-31,4703.39,383.04,71.06,378.32
2017-09-01,4892.01,387.74,86.04,393.35
2017-09-02,4578.77,348.98,79.02,350.17
2017-09-03,4582.96,347.48,76.84,356.39
2017-09-04,4236.31,295.17,65.21,316.13
2017-09-05,4376.53,312.99,71.29,327.23
2017-09-06,4597.12,334.34,80.11,347.17
2017-09-07,4599.88,329.43,78.48,343.91
2017-09-08,4228.75,296.5,67.79,333.21
2017-09-09,4226.06,294.4,66.01,323.14
2017-09-10,4122.94,288.75,61.61,320.11
2017-09-11,4161.27,294.53,66.04,318.4
2017-09-12,4130.81,291.46,64.23,325.97
2017-09-13,3882.59,277.11,61.73,301.29
2017-09-14,3154.95,213.91,41.58,236.24
2017-09-15,3637.52,250.46,48.21,284.36
2017-09-16,3625.04,246.52,48.26,298.86
2017-09-17,3582.88,251.75,48.49,313.84
2017-09-18,4065.2,293.5,55.53,333
2017-09-19,3924.97,282.8,52.84,324.26
2017-09-20,3905.95,283.74,51.73,342.43
2017-09-21,3631.04,258.58,46.61,330.05
2017-09-22,3630.7,264.31,48.09,346.58
2017-09-23,3792.4,286.17,49.27,350.79
2017-09-24,3682.84,282.48,47.62,331.85
2017-09-25,3926.07,292.33,51.58,345.09
2017-09-26,3892.35,287.44,51.55,339.1
2017-09-27,4200.67,306.47,56.28,346.43
2017-09-28,4174.73,299.15,54.09,338.25
2017-09-29,4163.07,291.47,52.62,327.7
2017-09-30,4338.71,301.46,55.14,327.14
2017-10-01,4403.74,302.34,54.54,315.8
2017-10-02,4409.32,297.48,53.38,308.69
2017-10-03,4317.48,292.46,52.35,296.24
2017-10-04,4229.36,292.66,51.4,305.46
2017-10-05,4328.41,295.86,51.67,305.4
2017-10-06,4370.81,308.59,52.12,306.88
2017-10-07,4426.89,311.12,52.58,310.49
2017-10-08,4610.48,308.61,53.14,302.48
2017-10-09,4772.02,297.39,50.16,283.67
2017-10-10,4781.99,299.87,50.72,291.27
2017-10-11,4826.48,303.46,50.89,298.4
2017-10-12,5446.91,304.14,60.11,291.91
2017-10-13,5647.21,338.76,59.43,310.38
2017-10-14,5831.79,339.63,63.95,316.69
2017-10-15,5678.19,336.6,65.47,309.51
2017-10-16,5725.59,333.38,64.62,302.21
2017-10-17,5605.51,317.08,59.48,299.88
2017-10-18,5590.69,314.32,60.73,297.26
2017-10-19,5708.52,308.09,59.74,295.47
2017-10-20,6011.45,304.01,60.33,289.19
2017-10-21,6031.6,300.19,58.2,277.86
2017-10-22,6008.42,295.45,56.81,275.7
2017-10-23,5930.32,286.95,54.92,284.23
2017-10-24,5526.64,298.33,55.96,293.2
2017-10-25,5750.8,297.93,56.49,289.14
2017-10-26,5904.83,296.53,55.74,286.13
2017-10-27,5780.9,297.42,55.33,280.48
2017-10-28,5753.09,296.3,54.69,275.69
2017-10-29,6153.85,305.09,57.11,283.93
2017-10-30,6130.53,307.75,56.39,285.94
2017-10-31,6468.4,305.88,55.75,279.15
2017-11-01,6767.31,291.69,53.18,271.56
2017-11-02,7078.5,287.43,54.74,265.31
2017-11-03,7207.76,305.71,56.18,278.59
2017-11-04,7379.95,300.47,55.04,274.68
2017-11-05,7407.41,296.26,54.75,273.17
2017-11-06,7022.76,298.89,55.17,275.68
2017-11-07,7144.38,294.66,61.3,293.38
2017-11-08,7459.69,309.07,62.57,316.33
2017-11-09,7143.58,320.88,64.27,326.01
2017-11-10,6618.14,299.25,59.26,329.57
2017-11-11,6357.6,314.68,62.3,346.06
2017-11-12,5950.07,307.91,59.01,536.12
2017-11-13,6559.49,316.72,61.4,427.37
2017-11-14,6635.75,337.63,62.68,427.54
